IdVehiculo;Serial;Marca;Modelo;Asientos;Motor;Año;Tipo vehiculo;Gpo. estatus;Uso;Estatus;Combustible;Eco;Placas;Placas federales;Descripcion;aire;jala;mochila;conversion/reparacion;reinsidente;Columna1
9621;3MBAA3CN77M020890;Mercedes benz;Torino Marco Polo;41;;2007;Camion;Baja;Operaciones;Vendido;Diesel;9114;A17757R;;UNIDAD RENTADA DEVUELTA;;;;;;
13717;3HBBZTBN7PL500069;International;Zafiro;41;Y1A073341;2023;Camion;Activo;Operaciones;Operando;Diesel;12025;;23RD7V;VEOLIA;;;;;;
7664;3MBAA2DM0GM056615;Mercedez Benz;Ayco;41;924933S1095906;2016;Camion;Baja;Operaciones;Vendido;Diesel;7867;;61RA2C;UNIDAD RENTADA DEVUELTA;;;;;;
13177;3HBBZTBN1PL513190;International;Zafiro;41;Y1A068421;2023;Camion;Activo;Operaciones;Operando;Diesel;11586;;65RD7M;AZTEK;no;no;si;reparacion;no;
8722;JTFSX23P9K6203310;Toyota;Hiace;15;2TR-9204274;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8272;RZE207A;;UNIDAD RENTADA DEVUELTA;;;;;;
13257;W1Y8DD3Z1PP498246;Mercedes benz;Sprinter;21;6,51958E+13;2023;Camioneta;Activo;Operaciones;Operando;Diesel;11666;permiso;17RD4S;AMAZON MTY;;;;;;
13349;3MN2E82WXPD301309;Volkswagen;Ayco;45;0166386A166380;2023;Camion;Activo;Operaciones;Operando;Diesel;11758;;51RD2S;VEOLIA;;;;;;
6302;3HBBZSEN5KL664306;International;Reco;41;Y1A039229;2019;Camion;Activo;Operaciones;Operando;Diesel;6567;;84RB4B;AZTEK;no;no;si;conversion;si;
9274;JTFSX23P4K6204588;Toyota;Hiace;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8781;A18280R;;UNIDAD RENTADA DEVUELTA;;;;;;
13186;3HBBZTBN0PL516355;International;Zafiro;41;Y1A069262;2023;Camion;Activo;Operaciones;Operando;Diesel;11595;;20RD6M;SIEMENS;;;;;;
10454;3MBAA6DN1DM046641;Mercedes benz;Torino;41;9,06999E+13;2013;Camion;Baja;Operaciones;Vendido;Diesel;9797;;;UNIDAD RENTADA DEVUELTA;;;;;;
15369;3HBBZTBN6SL352344;International;Zafiro;41;Y1A076626;2025;Camion;Activo;Operaciones;Operando;Diesel;13355;;54RE1F;HAMADEN;si;si;si;na;no;
15229;3HBBZTBN6RL157614;International;Zafiro;41;Y1A076437;2024;Camion;Activo;Operaciones;Operando;Diesel;13234;;42RE7B;NIDEC-COLD;si;si;si;conversion;si;
4946;3HBBZSEN8HL706024;International;Zafiro;41;Y1A032387;2017;Camion;Activo;Operaciones;Operando;Diesel;5235;;52RA3F;;;;;;;
9622;3MBAA3CN77M023384;Mercedes benz;Torino Marco Polo;41;;2007;Camion;Baja;Operaciones;Vendido;Diesel;9115;A16772R;;UNIDAD RENTADA DEVUELTA;;;;;;
10436;3HBBZTBN6NL443599;International;Zafiro;41;Y1A053813;2022;Camion;Activo;Operaciones;Operando;Diesel;9779;;36RC7F;UDEM;;;;;;
9882;W1Y8DD3Z2LP230879;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Operando;Diesel;9375;;46RC1G;KAYAKU SAFETY;;;;;;
10513;3HBBZTBN5NL448308;International;Zafiro;41;Y1A054317;2022;Camion;Activo;Operaciones;Operando;Diesel;9853;;75RC7F;IAC SANTA CATARINA;;;;;;
13372;3HBBZTBN0PL485320;International;Zafiro;41;Y1A071856;2023;Camion;Activo;Operaciones;Operando;Diesel;11781;;95RD1S;IAC;;;;;;
9685;3MBAA2DP8MM074477;Mercedes benz;Zafiro;41;924982U1305767;2021;Camion;Activo;Operaciones;Operando;Diesel;9178;;57RC9C;NIDEC-USEM;;;;;;
5064;3HBBZSENXHL479015;International;Zafiro;41;Y1A032977;2017;Camion;Activo;Operaciones;Operando;Diesel;5352;;82RC4U;LIXIL;;;;;;
9271;3MBAA6DN1EM050108;Mercedes benz;Torino;41;;2014;Camion;Baja;Operaciones;Vendido;Diesel;8779;224411R;;UNIDAD RENTADA DEVUELTA;;;;;;
14329;3HBBZTBN7RL195482;International;Zafiro;41;Y1A076104;2024;Camion;Activo;Operaciones;Mantenimiento;Diesel;12633;A26227R;39RD9Z;AXIONLOG MTY;;;;;;
15362;3HBBZTBN6SL358158;International;Zafiro;41;Y1A076743;2025;Camion;Activo;Operaciones;Operando;Diesel;13348;;81RE4F;KEPLER CONSTRUCTORA;;;;;;
9504;YS2K4X20XE1884451;Scania;No Especificado;41;6755130;2014;Camion;Baja;Operaciones;Vendido;Diesel;8997;;043RN6;UNIDAD RENTADA DEVUELTA;;;;;;
9885;3MBAA6DN8EM048999;Mercedes benz;Torino;41;;2014;Camion;Baja;Operaciones;Vendido;Diesel;9378;A19281R;;UNIDAD RENTADA DEVUELTA;;;;;;
9722;3MBAA6DS0JM066851;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9215;A15041R;;UNIDAD RENTADA DEVUELTA;;;;;;
9686;3MBAA2DP0MM074490;Mercedes benz;Zafiro;41;924982U1305446;2021;Camion;Activo;Operaciones;Operando;Diesel;9179;;52RC9C;AMAZON MTY 2;;;;;;
16162;3HBBZTBN5SL577841;International;Zafiro;41;Y1A077294;2025;Camion;Activo;Operaciones;Operando;Diesel;14108;;82RE6N;CELESTICA AGUA FRIA;;;;;;
4657;3HBBZSEN6HL642176;International;Zafiro;45;Y1A031732;2017;Camion;Activo;Operaciones;Operando;Diesel;4784;794-930-C;37RB9C;;;;;;;
7030;WD3YF1A99KP633864;Mercedes benz;Sprinter;21;6,51955E+13;2019;Camioneta;Activo;Operaciones;Operando;Diesel;7272;;47RB2C;LIEBHERR;;;;;;
13178;3HBBZTBN7PL513310;International;Zafiro;41;Y1A068422;2023;Camion;Activo;Operaciones;Operando;Diesel;11587;;64RD7M;DONG KOOK MTY;;;;;;
12774;3HBBZTBN4PL373541;International;Zafiro;41;Y1A066305;2023;Camion;Activo;Operaciones;Operando;Diesel;11191;A21792R;58RD5M;KAYAKU SAFETY;;;;;;
10089;3MBAA2DM5GM057971;Mercedes benz;Ayco / zafiro;41;924933C1095439;2016;Camion;Baja;Operaciones;Vendido;Diesel;9542;226-824-R;54-RB-5S;UNIDAD RENTADA DEVUELTA;;;;;;
9739;3MBAA3DK78M029580;Mercedes benz;Torino;41;;2008;Camion;Baja;Operaciones;Vendido;Diesel;9232;219694R;;UNIDAD RENTADA DEVUELTA;;;;;;
14211;3HBBZTBN2RL195485;International;Zafiro;41;Y1A075948;2024;Camion;Activo;Operaciones;Operando;Diesel;12517;A25368R;84RD7Z;SIEMENS;;;;;;
8950;3MBAA6DN3BM041101;Mercedes benz;Torino;41;9,06999E+13;2011;Camion;Baja;Operaciones;Vendido;Diesel;8461;214-652 R;;UNIDAD RENTADA DEVUELTA;;;;;;
15582;3HBBZTBN4SL615415;International;Zafiro;41;Y1A076701;2025;Camion;Activo;Operaciones;Operando;Diesel;13567;;81RE8F;RAGASA;;;;;;
14271;3HBBZTBNXRL670929;International;Zafiro;41;Y1A076010;2024;Camion;Activo;Operaciones;Operando;Diesel;12577;A25719R;63RD7Z;AMAZON MTY 2;;;;;;
16009;W1Y5KD3Z5RP649259;Mercedes benz;Sprinter;22;6,54921E+13;2024;Camioneta;Inactivo;Operaciones;Siniestro;Diesel;13964;;63RE7L;En tramite con la aseguradora;;;;;;
6131;3HBBZSENXKL652300;International;Reco;37;Y1A037953;2019;Camion;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;6404;;06RB2B;COFLEX;;;;;;
11139;3HBBZTBN7NL352969;International;Zafiro;41;Y1A059212;2022;Camion;Activo;Operaciones;Operando;Diesel;10366;A20896R;65RC1M;KEPLER CONSTRUCTORA;;;;;;
11004;3HBBZTBN5ML817795;International;Reco;41;Y1A051078;2021;Camion;Activo;Operaciones;Operando;Diesel;10231;;90RC9C;NIDEC-USEM;;;;;;
5050;3HBBZSEN2HL479008;International;Zafiro;41;Y1A032273;2017;Camion;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;5338;;60RA2X;TALLER;;;;;;
9884;3MBAA3CN26M017457;Mercedes benz;Torino;41;;2006;Camion;Baja;Operaciones;Vendido;Diesel;9377;A17638R;;UNIDAD RENTADA DEVUELTA;;;;;;
9902;3MBAA3CN77M023384;Mercedes benz;Torino Marco Polo;41;;2007;Camion;Baja;Operaciones;Vendido;Diesel;9384;A16772R;;UNIDAD RENTADA DEVUELTA;;;;;;
9857;JN1BE6DS0L9035794;Nissan;Urvan;15;;2020;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;9350;A18139R;;UNIDAD RENTADA DEVUELTA;;;;;;
15279;3HBBZTBN8SL365175;International;Zafiro;41;Y1A077090;2025;Camion;Activo;Operaciones;Operando;Diesel;13269;;09RE5F;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
8758;JN1BE6DSXK9033579;Nissan;Urvan;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8308;A18137R;;UNIDAD RENTADA DEVUELTA;;;;;;
13562;3HBBZTBN4PL492481;International;Zafiro;41;Y1A071060;2023;Camion;Activo;Operaciones;Operando;Diesel;11971;;80RD4V;LIXIL;;;;;;
16158;3HBBZTBN8SL570639;International;Zafiro;41;Y1A077671;2025;Camion;Activo;Operaciones;Operando;Diesel;14104;;88RE6N;CELESTICA APODACA;;;;;;
9708;3MBAA2DP7MM074504;Mercedes benz;Zafiro;41;924982U1301469;2021;Camion;Activo;Operaciones;Operando;Diesel;9201;;61RC9C;RAGASA;;;;;;
15367;3HBBZTBN5SL351329;International;Zafiro;41;Y1A076640;2025;Camion;Activo;Operaciones;Operando;Diesel;13353;;52RE1F;HAMADEN;no;no;si;na;si;
4685;3HBBZSEN1GL292891;International;Zafiro;41;Y1A028661;2016;Camion;Activo;Operaciones;Operando;Diesel;4812;794677C;24RB9C;LIXIL;;;;;;
9879;W1Y8DD3Z0LP231237;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Operando;Diesel;9372;;45RC1G;KAYAKU SAFETY;;;;;;
15363;3HBBZTBN4SL364279;International;Zafiro;41;Y1A076818;2025;Camion;Activo;Operaciones;Operando;Diesel;13349;;82RE4F;KEPLER CONSTRUCTORA;;;;;;
5054;3HBBZSEN1HL483602;International;Zafiro;41;Y1A033267;2017;Camion;Activo;Operaciones;Operando;Diesel;5342;;01RA3X;DAWN FOODS;;;;;;
7844;3HBBZSGN5KL828697;International;Zafiro;41;U1A009481;2019;Camion;Activo;Operaciones;Operando;Diesel;8046;;79RB3V;NIDEC-USEM;;;;;;
4769;3HBBZSEN9HL674149;International;Zafiro;41;Y1A031464;2017;Camion;Activo;Operaciones;Operando;Diesel;4895;795-010-C;50RB6B;;;;;;;
9662;3MBAA6DS1JM066843;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9155;A15032R;;UNIDAD RENTADA DEVUELTA;;;;;;
5897;3HBBZSEN9KL573751;International;Reco;41;Y1A038193;2019;Camion;Activo;Operaciones;Operando;Diesel;6169;;49-RB-6A;DAWN FOODS;;;;;;
13167;3HBBZTBN7PL513372;International;Zafiro;41;Y1A068939;2023;Camion;Activo;Operaciones;Operando;Diesel;11576;;75RD5M;LIXIL;;;;;;
9507;YS2K4X205C1877680;Scania;No Especificado;41;6699865;2014;Camion;Baja;Operaciones;Vendido;Diesel;9000;;038RN6;UNIDAD RENTADA DEVUELTA;;;;;;
13458;3HBBZTBN6PL485015;International;Zafiro;41;Y1A056952;2023;Camion;Activo;Operaciones;Operando;Diesel;11867;;92RD1S;CELESTICA APODACA;;;;;;
15440;3HBBZTBN0SL573695;International;Zafiro;41;Y1A076478;2025;Camion;Activo;Operaciones;Operando;Diesel;13427;;32RE6F;NIDEC-USEM;;;;;;
10511;3HBBZTBN1NL443610;International;Zafiro;41;Y1A053824;2022;Camion;Activo;Operaciones;Operando;Diesel;9851;;41RC7F;IAC SANTA CATARINA;;;;;;
5019;3HBBZSEN9HL473755;International;Zafiro;41;Y1A032677;2017;Camion;Activo;Operaciones;Operando;Diesel;5307;A21988R;05RA7L;KAYAKU SAFETY;;;;;;
10435;3HBBZTBN4NL396718;International;Zafiro;41;Y1A053111;2022;Camion;Activo;Operaciones;Operando;Diesel;9778;;28RC7F;KEPLER CONSTRUCTORA;;;;;;
7291;3HBBZSGN1KL260688;International;Reco;41;U1A009359;2019;Camion;Activo;Operaciones;Operando;Diesel;7527;;06RB4L;CELESTICA ESCOBEDO;;;;;;
9706;3MBAA2DP7MM074499;Mercedes benz;Zafiro;41;924982U1301933;2021;Camion;Activo;Operaciones;Operando;Diesel;9199;;43RC9C;CELESTICA APODACA;;;;;;
14854;3MN2E82W1RD301590;Volkswagen;Ayco;41;0166737A096737;2024;Camion;Activo;Operaciones;Operando;Diesel;12925;A26440R;48RE6B;IAC;;;;;;
13164;3HBBZTBN5PL513371;International;Zafiro;41;Y1A069062;2023;Camion;Activo;Operaciones;Operando;Diesel;11573;;77RD5M;AMAZON MTY;;;;;;
12772;3HBBZTBN6PL362315;International;Zafiro;41;Y1A064777;2023;Camion;Activo;Operaciones;Mantenimiento;Diesel;11189;A21790R;60RD5M;VERTIV MONTERREY;;;;;;
9715;3MBAA2DP5MM074503;Mercedes benz;Zafiro;41;924982U1301395;2021;Camion;Activo;Operaciones;Operando;Diesel;9208;;62RC9C;CELESTICA APODACA;;;;;;
9689;3MBAA2DP6MM074493;Mercedes benz;Zafiro;41;924982U1307024;2021;Camion;Activo;Operaciones;Operando;Diesel;9182;;49RC9C;KEPLER CONSTRUCTORA;;;;;;
7666;3MBAA2DM0GM057974;Mercedez Benz;Ayco;41;924933C1095434;2016;Camion;Baja;Operaciones;Vendido;Diesel;7869;;66RA2C;UNIDAD RENTADA DEVUELTA;;;;;;
9683;3MBAA2DPXMM074478;Mercedes benz;Zafiro;41;924982U1307513;2021;Camion;Activo;Operaciones;Operando;Diesel;9176;;56RC9C;VIAKEM;;;;;;
16575;3N6AD31A8RK834845;Nissan;NP 300;2;QR25572363H;2024;Camioneta;Activo;Mantenimiento;Operando;Gasolina Magna;19958;RH-9480-P;;;;;;;;
5062;3HBBZSGN0HL705589;International;Zafiro;41;Y1A008765;2017;Camion;Activo;Operaciones;Operando;Diesel;5350;;82RA2X;CAPACITACION;;;;;;
5901;3HBBZSEN6KL573755;International;Reco;41;Y1A038191;2019;Camion;Activo;Operaciones;Operando;Diesel;6173;;45-RB-6A;CELESTICA AGUA FRIA;;;;;;
5056;3HBBZSEN8HL483614;International;Zafiro;41;Y1A033262;2017;Camion;Activo;Operaciones;Operando;Diesel;5344;;55RA2X;GLOBAL FM;;;;;;
15415;3HBBZTBN8SL615580;International;Zafiro;41;Y1A076554;2025;Camion;Activo;Operaciones;Operando;Diesel;13405;;98RE6F;SIEMENS;;;;;;
8866;WD3YE8A92FP146863;Mercedez Benz;Sprinter;21;6,51955E+13;2015;Camioneta;Baja;Operaciones;Vendido;Diesel;8411;;121RN6;UNIDAD RENTADA DEVUELTA;;;;;;
15378;3HBBZTBN1SL613881;International;Zafiro;41;Y1A076845;2025;Camion;Activo;Operaciones;Operando;Diesel;13368;;78RE4F;SIEMENS;;;;;;
12579;3MBAA2DM1CM044970;Mercedes benz;Torino;36;9,24933E+13;2012;Camion;Baja;Operaciones;Vendido;Diesel;11039;A16420R;;UNIDAD RENTADA DEVUELTA;;;;;;
10988;3HBBZTBN9NL316989;International;Zafiro;41;Y1A057724;2022;Camion;Activo;Operaciones;Operando;Diesel;10218;A20787R;60RC2R;SCANPAINT;no;no;si;conversion;si;
8942;3MBAA6DN1DM046655;Mercedes benz;Torino;41;9,06999E+13;2013;Camion;Baja;Operaciones;Vendido;Diesel;8453;856-HY-8;;UNIDAD RENTADA DEVUELTA;;;;;;
16168;3HBBZTBN5SL573790;International;Zafiro;41;Y1A076686;2025;Camion;Activo;Operaciones;Operando;Diesel;14114;;75RE6N;CELESTICA AGUA FRIA;;;;;;
15383;3HBBZTBN2SL613890;International;Zafiro;41;Y1A076963;2025;Camion;Activo;Operaciones;Operando;Diesel;13373;;72RE4F;NIDEC-CMD;;;;;;
11005;3MBAA2DM0CM044667;Mercedes benz;Ayco Zafiro;37;9,24933E+13;2011;Camion;Baja;Operaciones;Vendido;Diesel;10232;A16333R;;UNIDAD RENTADA DEVUELTA;;;;;;
15410;3HBBZTBN2SL613887;International;Zafiro;41;Y1A076928;2025;Camion;Activo;Operaciones;Mantenimiento;Diesel;13400;;63RE4F;VERTIV MONTERREY;;;;;;
15004;9532E82WXRR053755;Volkswagen;Ayco;45;0166578A896574;2024;Camion;Activo;Operaciones;Mantenimiento;Diesel;13054;A26788R;57RE9E;ABB ELECTRICAL CONTROL SYSTEMS;chocada;;;;;
12890;3MBAA2DM4CM045448;International;Zafiro;41;9,24933E+13;2012;Camion;Baja;Operaciones;Vendido;Diesel;11304;A16334R;;UNIDAD RENTADA;;;;;;
13352;3MBAA2DPXPM078325;Mercedes benz;Zafiro;41;924982U1397330;2023;Camion;Activo;Operaciones;Operando;Diesel;11761;;92RD3S;SIEMENS;;;;;;
13183;3HBBZTBN5PL516058;International;Zafiro;41;Y1A068877;2023;Camion;Activo;Operaciones;Operando;Diesel;11592;;22RD6M;UDEM;;;;;;
15234;3HBBZTBN9SL358459;International;Zafiro;41;Y1A076505;2025;Camion;Activo;Operaciones;Operando;Diesel;13238;;60RE1F;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
14477;3HBBZTBN1RL195493;International;Zafiro;41;Y1A076138;2024;Camion;Activo;Operaciones;Operando;Diesel;12635;A25819R;37RD9Z;VERTIV MONTERREY;;;;;;
8947;3MBAA6DSXKM067586;Mercedes benz;Torino;41;926995U1201104;2019;Camion;Baja;Operaciones;Vendido;Diesel;8458;A-15718-R;;UNIDAD RENTADA DEVUELTA;;;;;;
10458;3HBBZTBN1NL443607;International;Zafiro;41;Y1A053823;2022;Camion;Activo;Operaciones;Operando;Diesel;9798;;42RC7F;IAC SANTA CATARINA;;;;;;
14483;3HBBZTBN6RL195490;International;Zafiro;41;Y1A076134;2024;Camion;Activo;Operaciones;Operando;Diesel;12641;A26226R;51RD9Z;SIEMENS;;;;;;
13370;3HBBZTBN3PL481407;International;Zafiro;41;Y1A060508;2023;Camion;Activo;Operaciones;Operando;Diesel;11779;;96RD1S;VERTIV MONTERREY;;;;;;
10461;3HBBZTBN7NL448312;International;Zafiro;41;Y1A054743;2022;Camion;Activo;Operaciones;Operando;Diesel;9801;;37RC7F;KEPLER CONSTRUCTORA;;;;;;
15381;3HBBZTBN8SL369176;International;Zafiro;41;Y1A076951;2025;Camion;Activo;Operaciones;Operando;Diesel;13371;;75RE4F;NIDEC-CMD;;;;;;
15386;3MN2E82WXSD300024;Volkswagen;Ayco;41;0166798A196789;2025;Camion;Activo;Operaciones;Operando;Diesel;13376;;61RE4F;NIDEC-COLD;no;no;si;conversion;si;
12929;3MBAA2DP5PM077776;Mercedes benz;Zafiro;41;924982U1396490;2023;Camion;Activo;Operaciones;Operando;Diesel;11343;A28910R;99RD2S;KAYAKU SAFETY;;;;;;
9272;3MBAA6DN9BM041099;Mercedes benz;Torino;41;;2011;Camion;Baja;Operaciones;Vendido;Diesel;8780;214654R;;UNIDAD RENTADA DEVUELTA;;;;;;
15379;3HBBZTBN5SL351332;International;Zafiro;41;Y1A076807;2025;Camion;Activo;Operaciones;Operando;Diesel;13369;;76RE4F;SIEMENS;;;;;;
5057;3HBBZSEN1HL483616;International;Zafiro;41;Y1A033261;2017;Camion;Activo;Operaciones;Operando;Diesel;5345;;99RA2X;GLOBAL FM;;;;;;
15064;3HBBZTBN8RL156271;International;Zafiro;41;Y1A076348;2024;Camion;Activo;Operaciones;Operando;Diesel;13114;;58RE8E;SIEMENS;;;;;;
10081;3MBAA2DM2GM055904;Mercedes benz;Ayco / zafiro;41;;2016;Camion;Baja;Operaciones;Vendido;Diesel;9534;226-361-R;;UNIDAD RENTADA DEVUELTA;;;;;;
9667;3MBAA6DNXJM065717;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9160;229562R;;UNIDAD RENTADA DEVUELTA;;;;;;
10473;3HBBZTBN1NL448306;International;Zafiro;41;Y1A054495;2022;Camion;Activo;Operaciones;Operando;Diesel;9813;A20461R;43RC7F;AMAZON MTY 2;;;;;;
6323;3HBBZSEN6KL664315;International;Reco;41;Y1A038963;2019;Camion;Activo;Capacitación;Paro Técnico;Diesel;6584;;83-RB-4B;S/A-;;;;;;
13485;3HBBZTBN2PL485710;International;Zafiro;41;Y1A071871;2023;Camion;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;11894;;77RD1S;S/A;;;;;;
15392;3MN2E82W7RD301884;Volkswagen;Ayco;41;0166779A136772;2024;Camion;Activo;Operaciones;Operando;Diesel;13382;;56RE4F;NIDEC-COLD;si;si;si;na;no;
8951;3MBAA6DS2JM066222;Mercedes benz;Torino;41;926995U1213389;2018;Camion;Baja;Operaciones;Vendido;Diesel;8462;74 - HA-2R;;UNIDAD RENTADA DEVUELTA;;;;;;
16165;3HBBZTBN1SL571342;International;Zafiro;41;Y1A077054;2025;Camion;Activo;Operaciones;Operando;Diesel;14111;;85RE6N;CELESTICA APODACA;;;;;;
16148;3HBBZTBN7SL613884;International;Zafiro;41;Y1A076849;2025;Camion;Activo;Operaciones;Operando;Diesel;14094;A29823R;89RE6N;CELESTICA APODACA;;;;;;
9717;3MBAA2DP1MM074501;Mercedes benz;Zafiro;41;924982U1301645;2021;Camion;Activo;Operaciones;Operando;Diesel;9210;;64RC9C;KEPLER CONSTRUCTORA;;;;;;
13050;3HBBZTBN3PL509707;International;Zafiro;41;Y1A067237;2023;Camion;Activo;Operaciones;Operando;Diesel;11459;;71RD7M;VERTIV MONTERREY;;;;;;
16448;3HBBZTBN4SL592072;International;Zafiro;41;Y1A077402;2025;Camion;Activo;Operaciones;Operando;Diesel;14202;;En tramite;VERTIV MONTERREY;;;;;;
7763;3HBBZSGN2LL264508;International;Reco;41;U1A009667;2020;Camion;Activo;Operaciones;Operando;Diesel;7965;;25RB3V;OWENS CORNING;;;;;;
16006;W1Y5KD3Z8RP679131;Mercedes benz;Sprinter;22;6,54921E+13;2024;Camioneta;Activo;Operaciones;Operando;Diesel;13961;A28411R;50RE7L;UDEM  CIRCUITOS;;;;;;
8941;3MBAA6DS0FM051399;Mercedes benz;Torino;41;926995U1C96146;2016;Camion;Baja;Operaciones;Vendido;Diesel;8452;226-058-r;;UNIDAD RENTADA DEVUELTA;;;;;;
7688;JTFSX23PXK6202943;Toyota;Hiace;15;2TR9202975;2019;Camioneta;Activo;Operaciones;Operando;Gasolina Magna;7891;;22RB9P;AMCOR MTY;;;;;;
13124;3MN2E82W8PD300983;Volkswagen;Ayco;45;0166341A166338;2023;Camion;Activo;Operaciones;Operando;Diesel;11533;A22525R;84RC5X;VERTIV MONTERREY;;;;;;
10079;3MBAA2DM7GM056613;Mercedes benz;Ayco / zafiro;41;;2016;Camion;Baja;Operaciones;Vendido;Diesel;9532;226-457-R;;UNIDAD RENTADA DEVUELTA;;;;;;
13561;3HBBZTBN2PL492480;International;Zafiro;41;Y1A071059;2023;Camion;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;11970;;81RD4V;OWENS CORNING;;;;;;
13368;3HBBZTBN1PL485004;International;Zafiro;41;Y1A061255;2023;Camion;Activo;Operaciones;Operando;Diesel;11777;;98RD1S;IAC;;;;;;
11144;3HBBZTBN0NL352120;International;Zafiro;41;Y1A058152;2022;Camion;Activo;Operaciones;Operando;Diesel;10371;A20905R;73RC1M;WOLONG;;;;;;
11166;3MBAA2DM6FM053474;Mercedes benz;Torino;41;924933C1075069;2015;Camion;Baja;Operaciones;Vendido;Diesel;10393;226015R;;UNIDAD RENTADA DEVUELTA;;;;;;
5899;3HBBZSEN2KL573753;International;Reco;41;Y1A038190;2019;Camion;Activo;Operaciones;Operando;Diesel;6171;;47-RB-6A;DAWN FOODS;;;;;;
15353;3MBAA2DP9RM082630;Mercedes benz;Zafiro;41;924982U1458741;2024;Camion;Activo;Operaciones;Operando;Diesel;13343;;57RE5F;NIDEC-CMD;;;;;;
9707;3MBAA2DP2MM074507;Mercedes benz;Zafiro;41;924982U1309072;2021;Camion;Activo;Operaciones;Operando;Diesel;9200;;58RC9C;KEPLER CONSTRUCTORA;;;;;;
7842;3HBBZSGN0LL266676;International;Reco;41;U1A009714;2020;Camion;Activo;Operaciones;Operando;Diesel;8044;;22RB3V;DAWN FOODS;;;;;;
15019;3HBBZTBN9RL157946;International;Zafiro;41;Y1A076459;2024;Camion;Activo;Operaciones;Operando;Diesel;13069;;03RE9E;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
15388;3MN2E82W5RD301950;Volkswagen;Ayco;41;0166788A076780;2024;Camion;Activo;Operaciones;Operando;Diesel;13378;;58RE4F;NIDEC-CMD;;;;;;
9511;9BSK4X207E3842608;Scania;No Especificado;41;8228675;2014;Camion;Baja;Operaciones;Vendido;Diesel;9004;;088RN6;UNIDAD RENTADA DEVUELTA;;;;;;
15231;3HBBZTBNXSL365128;International;Zafiro;41;Y1A076919;2025;Camion;Activo;Operaciones;Operando;Diesel;13235;A27001R;82RE1F;SIEMENS;;;;;;
10457;3HBBZTBN9NL398500;International;Zafiro;41;Y1A054637;2022;Camion;Activo;Operaciones;Operando;Diesel;9797;;26RC7F;SCANPAINT;si;si;si;na;si;
13180;3HBBZTBNXPL374404;International;Zafiro;41;Y1A066708;2023;Camion;Activo;Operaciones;Operando;Diesel;11589;;26RD6M;RAGASA;;;;;;
15000;3HBBZTBN2RL158193;International;Zafiro;41;Y1A076513;2024;Camion;Activo;Operaciones;Operando;Diesel;13050;A26768R;32RE7B;ABB ELECTRICAL CONTROL SYSTEMS;SI;SI;SI;NA;si;
13168;3HBBZTBN9PL516354;International;Zafiro;41;Y1A069253;2023;Camion;Activo;Operaciones;Operando;Diesel;11577;;74RD5M;AMAZON MTY;;;;;;
15366;3HBBZTBN6SL352196;International;Zafiro;41;Y1A076688;2025;Camion;Activo;Operaciones;Operando;Diesel;13352;;53RE1F;HAMADEN;si;si;si;na;no;
13462;3HBBZTBN8PL489096;International;Zafiro;41;Y1A071852;2023;Camion;Activo;Operaciones;Operando;Diesel;11871;;93RD2S;VIAKEM;;;;;;
10330;3HBBZSGN5NL591973;International;Zafiro;41;U1A009985;2022;Camion;Activo;Operaciones;Operando;Diesel;9673;;65RC5F;SCANPAINT;no;no;si;conversion;si;
9663;3MBAA6DSXJM066842;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9156;A15033R;;UNIDAD RENTADA DEVUELTA;;;;;;
15430;3MN2E82W1SD300039;Volkswagen;Ayco;41;0166797A306789;2025;Camion;Activo;Operaciones;Operando;Diesel;13420;;84RE6F;PANEL REY;;;;;;
13166;3HBBZTBN3PL513370;International;Zafiro;41;Y1A068453;2023;Camion;Activo;Operaciones;Operando;Diesel;11575;;69RD7M;VERTIV MONTERREY;;;;;;
15590;3HBBZTBN7SL636565;International;Zafiro;41;Y1A076549;2025;Camion;Activo;Operaciones;Operando;Diesel;13575;;32RC1F;KEPLER CONSTRUCTORA;;;;;;
9716;3MBAA2DP0MM074506;Mercedes benz;Zafiro;41;924982U1308821;2021;Camion;Activo;Operaciones;Operando;Diesel;9209;;59RC9C;CELESTICA APODACA;;;;;;
